symbol,tcga_gene_id,repeats_modeled,main_screen_frequency,selection_frequency,median_log_hr,log_hr_iqr,full_main_log_hr,frozen_high_confidence,full_fit_direction_agreement
RASGRP4,ENSG00000171777.16,20,0,0,0.031112615606791426,0.049075536017380655,0.0410900614968725,FALSE,TRUE
RASL10A,ENSG00000100276.10,20,0,0,0.24500187070755317,0.057005833569024306,0.24510453138132696,FALSE,TRUE
RASL11A,ENSG00000122035.7,20,0,0,-0.13644849271644544,0.047727856318723796,-0.12390822243565196,FALSE,TRUE
RASL11B,ENSG00000128045.7,20,0,0,-0.02822966931253319,0.05733954095921432,-0.03069629217369093,FALSE,TRUE
RASL12,ENSG00000103710.11,20,0,0,-0.029614484407398785,0.07702046053169509,-0.02145578358708192,FALSE,TRUE
RASSF10,ENSG00000189431.8,20,0,0,0.12010246460581192,0.06372658187741491,0.08144191516699732,FALSE,TRUE
RASSF2,ENSG00000101265.16,20,0,0,-0.10594755373176885,0.11192651602989512,-0.09405427164476653,FALSE,TRUE
RASSF4,ENSG00000107551.21,20,0,0,-0.07764980328219506,0.077300283053,-0.05779325289203246,FALSE,TRUE
RASSF5,ENSG00000266094.8,20,0,0,-0.02371509916381443,0.046767941525199815,-0.02525718902558784,FALSE,TRUE
RASSF6,ENSG00000169435.14,20,0,0,-0.2550480784189725,0.04258965193749287,-0.2584728416643593,FALSE,TRUE
RASSF9,ENSG00000198774.5,20,0,0,-0.1219366221057149,0.04344610982910861,-0.1233493962707214,FALSE,TRUE
RBCK1,ENSG00000125826.21,20,0,0,0.3037415371593782,0.059104264623183855,0.29345228792254857,FALSE,TRUE
RBM11,ENSG00000185272.14,20,0,0,0.1054214103926955,0.05174702610908383,0.06918342124126518,FALSE,TRUE
RBM46,ENSG00000151962.8,20,0,0,0.14387622689937452,0.04670785335163463,0.13857164594699486,FALSE,TRUE
RBP2,ENSG00000114113.6,20,0,0,0.202475415649022,0.047033455158868476,0.17236999893732494,FALSE,TRUE
RCN1,ENSG00000049449.10,20,0,0,0.24401158863786104,0.07312711304550956,0.22444722558996383,FALSE,TRUE
RCSD1,ENSG00000198771.11,20,0,0,-0.19245156437839378,0.03328661966631996,-0.1860728119482466,FALSE,TRUE
RDH10,ENSG00000121039.10,20,0,0,-0.13946126117155605,0.0670212373120957,-0.13217088775587832,FALSE,TRUE
RDH13,ENSG00000160439.16,20,0,0,0.03741254624311069,0.06019333868306053,0.04081212693944285,FALSE,TRUE
RDH8,ENSG00000080511.5,20,0,0,0.24513165990135444,0.034884126047384306,0.24435293585307727,FALSE,TRUE
RDM1,ENSG00000278023.7,20,0,0,0.08091544516593963,0.08385013942646216,0.07611200334510519,FALSE,TRUE
REEP6,ENSG00000115255.12,20,0,0,0.2182087249110991,0.06432132101997001,0.20720251965389355,FALSE,TRUE
REG1A,ENSG00000115386.6,20,0,0,-0.08706495726742763,0.0512592643179641,-0.1052521974988758,FALSE,TRUE
REG1B,ENSG00000172023.8,20,0,0,0.04286833914179678,0.06272096898067629,0.01452836666301021,FALSE,TRUE
RELB,ENSG00000104856.14,20,0,0,0.08734827155381589,0.05502257513507594,0.0862637998342404,FALSE,TRUE
RELN,ENSG00000189056.14,20,0,0,0.11319924543406393,0.033902332862260895,0.0896536481100621,FALSE,TRUE
RERGL,ENSG00000111404.7,20,0,0,-0.16219166714005545,0.05204503629233484,-0.1456957262114712,FALSE,TRUE
RETN,ENSG00000104918.8,20,0,0,0.055939532139720714,0.049244248616697205,0.06095660951650261,FALSE,TRUE
RFC2,ENSG00000049541.11,20,0,0,0.12264871002317726,0.0983512502034561,0.1329294376898757,FALSE,TRUE
RFTN1,ENSG00000131378.14,20,0,0,-0.041648386087709585,0.05575482499916129,-0.03667966300121163,FALSE,TRUE
RFX2,ENSG00000087903.13,20,0,0,-0.008087215897301164,0.04811560849720796,-0.01147531420353176,FALSE,TRUE
RGL4,ENSG00000159496.14,20,0,0,0.12908681721403056,0.058154772244067926,0.11612794404347836,FALSE,TRUE
RGN,ENSG00000130988.13,20,0,0,-0.3202985638882043,0.05693154245096155,-0.3132544870266061,FALSE,TRUE
RGPD3,ENSG00000153165.19,20,0,0,-0.01000542007039232,0.05563500618449686,0.00528512459880381,FALSE,FALSE
RGS1,ENSG00000090104.12,20,0,0,0.029929251064460018,0.054248132435029336,0.03058997863994476,FALSE,TRUE
RGS10,ENSG00000148908.15,20,0,0,0.12450264045365521,0.07650886629212669,0.1239343870437184,FALSE,TRUE
RGS13,ENSG00000127074.15,20,0,0,-0.03192153669207186,0.05185961492415083,-0.0280931579962981,FALSE,TRUE
RGS14,ENSG00000169220.18,20,0,0,-0.21960493089312505,0.04103309505081201,-0.208710056078003,FALSE,TRUE
RGS18,ENSG00000150681.10,20,0,0,-0.16243213797616848,0.04365508881608379,-0.17075122811317742,FALSE,TRUE
RGS19,ENSG00000171700.14,20,0,0,0.18393174858375366,0.04588599720213188,0.1749421164251201,FALSE,TRUE
RGS5,ENSG00000143248.13,20,0,0,-0.24974677274282803,0.07146056143160093,-0.22837157968730784,FALSE,TRUE
RGS6,ENSG00000182732.18,20,0,0,0.0022002288059150554,0.06458019165906155,0.00223464199607098,FALSE,TRUE
RGS9BP,ENSG00000186326.4,20,0,0,-0.13575202878152087,0.07463156899021527,-0.11296028205499184,FALSE,TRUE
RHBDF2,ENSG00000129667.13,20,0,0,0.1892409196633155,0.08366069695664355,0.1903774974341732,FALSE,TRUE
RHBG,ENSG00000132677.13,20,0,0,0.16742358535004587,0.05256902741080782,0.16808059235265163,FALSE,TRUE
RHCG,ENSG00000140519.14,20,0,0,0.18455551401267617,0.049697123577914004,0.17153205819135986,FALSE,TRUE
RHEBL1,ENSG00000167550.11,20,0,0,0.2603840223177141,0.0541421326934034,0.27258209926780774,FALSE,TRUE
RHOBTB3,ENSG00000164292.13,20,0,0,0.2107305781053167,0.06305857424303862,0.21546821876809605,FALSE,TRUE
RHOG,ENSG00000177105.10,20,0,0,0.09771030122020119,0.04551888817152083,0.1088346696489776,FALSE,TRUE
RHOH,ENSG00000168421.13,20,0,0,-0.09871770891749557,0.035762648991079934,-0.10152812552684722,FALSE,TRUE
RHOXF1,ENSG00000101883.5,20,0,0,0.23597950007156193,0.07703851390236027,0.23292818253620293,FALSE,TRUE
RIC3,ENSG00000166405.15,20,0,0,0.17553617905070845,0.03654006800008608,0.15678441806108154,FALSE,TRUE
RIMBP2,ENSG00000060709.15,20,0,0,0.1462943902650746,0.04465499488697608,0.13431255509473317,FALSE,TRUE
RIMBP3,ENSG00000275793.1,20,0,0,-0.08044618283302811,0.03916796639999594,-0.07285196276202699,FALSE,TRUE
RIMKLA,ENSG00000177181.15,20,0,0,-0.32844989862763085,0.05901825039701181,-0.3231822936658089,FALSE,TRUE
RIN3,ENSG00000100599.16,20,0,0,0.011308372892299814,0.05791209110668725,0.01226913893469531,FALSE,TRUE
RIPPLY1,ENSG00000147223.6,20,0,0,0.05692916334850512,0.03542260243898113,0.06364570016746654,FALSE,TRUE
RLN1,ENSG00000107018.8,20,0,0,-0.11844428474412863,0.0416315058791107,-0.1013634029760363,FALSE,TRUE
RNASE2,ENSG00000169385.3,20,0,0,0.21880005434633293,0.09490271823658825,0.19595360888172997,FALSE,TRUE
RNASE3,ENSG00000169397.3,20,0,0,0.06720136516369754,0.0709179189882648,0.06316681316948232,FALSE,TRUE
RNASE4,ENSG00000258818.4,20,0,0,-0.20776900484683758,0.04348801366719515,-0.17582769307157875,FALSE,TRUE
RNASE6,ENSG00000169413.3,20,0,0,-0.13815605451855134,0.06283578159233678,-0.13295054383921975,FALSE,TRUE
RNASEH2A,ENSG00000104889.7,20,0,0,0.21614874505587156,0.056768858744839085,0.21164344547495736,FALSE,TRUE
RNASET2,ENSG00000026297.16,20,0,0,0.20693117793854912,0.06541848143379511,0.20506568216204416,FALSE,TRUE
RNF149,ENSG00000163162.9,20,0,0,0.10209186102141332,0.07529853417505583,0.11070148856464264,FALSE,TRUE
RNF150,ENSG00000170153.11,20,0,0,-0.04363265981177958,0.04573651376737457,-0.04814468386306497,FALSE,TRUE
RNF182,ENSG00000180537.13,20,0,0,0.081757279313219,0.05491294458812376,0.05805319603530456,FALSE,TRUE
RNF43,ENSG00000108375.13,20,0,0,0.02428819799433083,0.080839844184623,0.01993052574994797,FALSE,TRUE
ROBO2,ENSG00000185008.17,20,0,0,-0.16057479591379042,0.036659848849942306,-0.16744043375620277,FALSE,TRUE
ROPN1B,ENSG00000114547.10,20,0,0,0.15023417191404873,0.05807656284630361,0.14599481170471212,FALSE,TRUE
ROPN1L,ENSG00000145491.12,20,0,0,-0.07505154355263471,0.07434842913148045,-0.07597982143210097,FALSE,TRUE
RORB,ENSG00000198963.11,20,0,0,0.13338383868581027,0.07552908399786845,0.13599614205886734,FALSE,TRUE
ROS1,ENSG00000047936.11,20,0,0,0.18552158517410308,0.03992452197398383,0.18835197187653613,FALSE,TRUE
RPA4,ENSG00000204086.4,20,0,0,0.23592328817474395,0.05517303871750531,0.22925904500413613,FALSE,TRUE
RPGRIP1,ENSG00000092200.12,20,0,0,0.11488334485713791,0.0745761687387278,0.10248376068847093,FALSE,TRUE
RPL13,ENSG00000167526.14,20,0,0,0.13122915079070033,0.04610592644161274,0.14070405454731594,FALSE,TRUE
RPL18,ENSG00000063177.13,20,0,0,0.1251868437151598,0.04091144323060891,0.1346735021809308,FALSE,TRUE
RPL18A,ENSG00000105640.13,20,0,0,0.024045032457450453,0.05552556606239928,0.03132921044992073,FALSE,TRUE
RPL22L1,ENSG00000163584.18,20,0,0,0.274202591108316,0.05394158464743409,0.2724898165635177,FALSE,TRUE
RPL35,ENSG00000136942.15,20,0,0,0.18857443357737905,0.055728126078498114,0.18982326015805576,FALSE,TRUE
RPL36,ENSG00000130255.13,20,0,0,0.11027900050011548,0.04778707290729564,0.11905223780363904,FALSE,TRUE
RPL38,ENSG00000172809.13,20,0,0,0.18336896982855783,0.05050427293312776,0.18913933094396604,FALSE,TRUE
RPLP0,ENSG00000089157.16,20,0,0,0.12268090395920131,0.059962535884908685,0.13638730989100567,FALSE,TRUE
RPRM,ENSG00000177519.4,20,0,0,0.12248043452705049,0.03976092750931012,0.11909105617712352,FALSE,TRUE
RPS14,ENSG00000164587.13,20,0,0,-0.0673811804049452,0.035464186458476016,-0.07056045815233848,FALSE,TRUE
RPS15A,ENSG00000134419.15,20,0,0,0.08374395800742905,0.0686362328992075,0.0945234514954195,FALSE,TRUE
RPS19,ENSG00000105372.8,20,0,0,0.11889898483347319,0.04329069710084647,0.12381473386428632,FALSE,TRUE
RPS2,ENSG00000140988.16,20,0,0,0.18840645588085797,0.04308667706495292,0.1823948952102276,FALSE,TRUE
RPS6KA6,ENSG00000072133.11,20,0,0,-0.08426661059700175,0.06642563974696551,-0.07548354599611459,FALSE,TRUE
RPS8,ENSG00000142937.12,20,0,0,0.08717801313752394,0.05063914628425202,0.0947490881122391,FALSE,TRUE
RRAD,ENSG00000166592.12,20,0,0,0.022976427748872357,0.04817216996344526,-0.01485056574754178,FALSE,FALSE
RRM2,ENSG00000171848.16,20,0,0,0.2279879611952948,0.09280507413765662,0.231307509076244,FALSE,TRUE
RS1,ENSG00000102104.9,20,0,0,-0.003612645066364952,0.027259046993621486,0.00397544076525595,FALSE,FALSE
RSPH9,ENSG00000172426.16,20,0,0,-0.06477124947093715,0.054912140475571705,-0.06784408740652985,FALSE,TRUE
RTBDN,ENSG00000132026.14,20,0,0,0.24685330882916184,0.026392099086514825,0.22898779979282144,FALSE,TRUE
RTEL1,ENSG00000258366.9,20,0,0,0.17503504115210167,0.05409156829907821,0.16361706421728933,FALSE,TRUE
RTP4,ENSG00000136514.3,20,0,0,-0.11754751358428094,0.05352568279461786,-0.11409247638855008,FALSE,TRUE
RUNX3,ENSG00000020633.19,20,0,0,-0.032150488309450304,0.03546013663042355,-0.02150791750531707,FALSE,TRUE
RYR2,ENSG00000198626.17,20,0,0,0.08230160382958904,0.07741136949862071,0.07958615083416296,FALSE,TRUE
S100A12,ENSG00000163221.9,20,0,0,0.017846013221815213,0.03892775230704274,0.01742316697083572,FALSE,TRUE
S100A14,ENSG00000189334.9,20,0,0,0.14157718005952494,0.0645173790525048,0.12952543470925104,FALSE,TRUE
S100A2,ENSG00000196754.13,20,0,0,0.2076076522962867,0.060897024270484684,0.18353445817776068,FALSE,TRUE
S100A3,ENSG00000188015.10,20,0,0,0.09376339757362595,0.05397531265519867,0.08636001850873025,FALSE,TRUE
S100A7,ENSG00000143556.9,20,0,0,0.1986631646857748,0.03578899999086721,0.1964782291000707,FALSE,TRUE
S100A8,ENSG00000143546.10,20,0,0,0.10314843546539157,0.06621247787508779,0.09733049399910884,FALSE,TRUE
S100A9,ENSG00000163220.11,20,0,0,0.0697023721522742,0.06636587027549282,0.06053360017812344,FALSE,TRUE
S100Z,ENSG00000171643.14,20,0,0,0.05087433311360286,0.06028832337041355,0.05487823462323767,FALSE,TRUE
S1PR5,ENSG00000180739.14,20,0,0,0.03497155527838817,0.05828928933298561,0.04881087906168555,FALSE,TRUE
SAA1,ENSG00000173432.12,20,0,0,0.25707786923567283,0.0744679198417251,0.23250948914535305,FALSE,TRUE
SACS,ENSG00000151835.16,20,0,0,0.14987650151931622,0.07965763166017399,0.14156177593482688,FALSE,TRUE
SAGE1,ENSG00000181433.9,20,0,0,0.15669823822862067,0.03412318611968573,0.1542795843372275,FALSE,TRUE
SALL3,ENSG00000256463.8,20,0,0,0.14676244955364937,0.04654408320670986,0.1452640475851112,FALSE,TRUE
SAMD13,ENSG00000203943.9,20,0,0,-0.035022134857770705,0.04083842641341792,-0.04072580673859052,FALSE,TRUE
SAMD14,ENSG00000167100.15,20,0,0,0.09885790916528027,0.06071991515894018,0.1074554643405448,FALSE,TRUE
SAMD3,ENSG00000164483.17,20,0,0,-0.03830882368276679,0.04543610690267801,-0.04258221044867484,FALSE,TRUE
SAMHD1,ENSG00000101347.10,20,0,0,-0.03973040322780485,0.06706315297074575,-0.03990984487941176,FALSE,TRUE
SAP30,ENSG00000164105.4,20,0,0,-0.06418957971928219,0.07059379552256517,-0.04081487640441177,FALSE,TRUE
SARDH,ENSG00000123453.18,20,0,0,0.12091389400210442,0.07954263150717963,0.1137512030277694,FALSE,TRUE
SASH3,ENSG00000122122.10,20,0,0,-0.10165293281233179,0.03627123422190315,-0.09287354766029192,FALSE,TRUE
SAT2,ENSG00000141504.12,20,0,0,0.1639490613640376,0.019853405076540376,0.18164315780152057,FALSE,TRUE
SBK1,ENSG00000188322.8,20,0,0,0.21020854842788161,0.05536284436676492,0.19144929200995156,FALSE,TRUE
SCARA5,ENSG00000168079.17,20,0,0,0.018509107826580665,0.04394358703403497,0.03418006031862208,FALSE,TRUE
SCARB1,ENSG00000073060.16,20,0,0,-0.09542313269354445,0.060267957632772096,-0.08803000974383718,FALSE,TRUE
SCARF1,ENSG00000074660.16,20,0,0,-0.09423775531956122,0.0786769139606609,-0.06738736874285582,FALSE,TRUE
SCARNA17,ENSG00000267322.2,20,0,0,0.2760535405762048,0.08775991434984898,0.2756768427135787,FALSE,TRUE
SCCPDH,ENSG00000143653.10,20,0,0,-0.10421923035664456,0.045681397035006885,-0.10385284612535028,FALSE,TRUE
SCD,ENSG00000099194.6,20,0,0,0.0025316613396157133,0.053991556276382274,0.00693289510982952,FALSE,TRUE
SCD5,ENSG00000145284.12,20,0,0,-0.3280398151699286,0.05426106805873926,-0.3281957771562012,FALSE,TRUE
SCG2,ENSG00000171951.5,20,0,0,0.10854012208116542,0.05911499781732185,0.1010609667509542,FALSE,TRUE
SCG5,ENSG00000166922.8,20,0,0,0.27565121206982157,0.0415645373179257,0.25859686009490424,FALSE,TRUE
SCGB2A1,ENSG00000124939.6,20,0,0,0.15410423865879397,0.047412454572302754,0.14508453771557844,FALSE,TRUE
SCGB3A1,ENSG00000161055.4,20,0,0,-0.07496676880870773,0.07163831469858598,-0.0638231390010051,FALSE,TRUE
SCIN,ENSG00000006747.15,20,0,0,-0.015769663932724266,0.04393375976133305,-0.00518349384271162,FALSE,TRUE
SCML4,ENSG00000146285.14,20,0,0,-0.0052049643145154235,0.048346594932863904,0.00214692676851855,FALSE,FALSE
SCN1B,ENSG00000105711.13,20,0,0,0.03868717070090913,0.08060313726354841,0.03977612070310898,FALSE,TRUE
SCN2A,ENSG00000136531.18,20,0,0,0.21711163154715363,0.06475909969316049,0.2033760559162422,FALSE,TRUE
SCN2B,ENSG00000149575.9,20,0,0,-0.020259995222827294,0.04196477058676828,-0.01595443887604369,FALSE,TRUE
SCN3A,ENSG00000153253.19,20,0,0,0.27591116125916815,0.04927636964238241,0.2598325893525375,FALSE,TRUE
SCN4A,ENSG00000007314.12,20,0,0,-0.25881633329970655,0.0553101765082164,-0.23287318465174728,FALSE,TRUE
SCN4B,ENSG00000177098.9,20,0,0,-0.2579250302845544,0.053137302222848376,-0.24050637810839232,FALSE,TRUE
SCN7A,ENSG00000136546.16,20,0,0,0.0733551928554313,0.03477862533090218,0.07512440983383499,FALSE,TRUE
SCNN1A,ENSG00000111319.13,20,0,0,0.01629213139343048,0.06234141645047951,0.00200392935700636,FALSE,TRUE
SCNN1B,ENSG00000168447.11,20,0,0,0.1352625201785784,0.04492844879698056,0.12420226187023144,FALSE,TRUE
SCNN1G,ENSG00000166828.3,20,0,0,0.17179417717719975,0.060400215695439935,0.14967545139949648,FALSE,TRUE
SCO2,ENSG00000284194.3,20,0,0,0.2731256467073423,0.03296506711481739,0.278948389017626,FALSE,TRUE
SCOC,ENSG00000153130.17,20,0,0,-0.2475152835907815,0.048023602706003476,-0.2666985221961011,FALSE,TRUE
SCPEP1,ENSG00000121064.13,20,0,0,-0.09214979335300363,0.05552549509467314,-0.08072352295656841,FALSE,TRUE
SCRN1,ENSG00000136193.17,20,0,0,0.03633812724995696,0.052957191095889,0.0363349817441392,FALSE,TRUE
SCTR,ENSG00000080293.10,20,0,0,-0.23713166724490287,0.05561186214432923,-0.2224160292421088,FALSE,TRUE
SCUBE1,ENSG00000159307.19,20,0,0,0.10025974235101395,0.07911700617787344,0.10386837288009952,FALSE,TRUE
SCUBE3,ENSG00000146197.9,20,0,0,-0.03451829658675676,0.06257839335400968,-0.03006847566760197,FALSE,TRUE
SDR42E1,ENSG00000184860.10,20,0,0,0.07123089452346106,0.03819429030921831,0.05454467763952701,FALSE,TRUE
SDS,ENSG00000135094.11,20,0,0,-0.005844372611736972,0.07634611486773898,-0.01316110899380643,FALSE,TRUE
SEC61G,ENSG00000132432.14,20,0,0,0.07516783993935763,0.0901121874023283,0.06756179411300751,FALSE,TRUE
SEL1L3,ENSG00000091490.11,20,0,0,-0.2979771028474598,0.03092891754916194,-0.29821032825840527,FALSE,TRUE
SELE,ENSG00000007908.16,20,0,0,-0.19415400081168546,0.07558659097613543,-0.18495486767024943,FALSE,TRUE
SELENBP1,ENSG00000143416.21,20,0,0,0.15422772262592027,0.049332867756525844,0.16219265673224717,FALSE,TRUE
SELPLG,ENSG00000110876.10,20,0,0,-0.06221451709157172,0.06097311181094322,-0.05783162192896674,FALSE,TRUE
SEMA3B,ENSG00000012171.20,20,0,0,0.04522100801055122,0.065714997879843,0.06342275063356692,FALSE,TRUE
SEMA3F,ENSG00000001617.12,20,0,0,-0.20479857231849252,0.0611553216106791,-0.17229679106316767,FALSE,TRUE
SEMA4A,ENSG00000196189.13,20,0,0,0.07611688465796237,0.05988192964289324,0.06854510496457956,FALSE,TRUE
SEMA5A,ENSG00000112902.12,20,0,0,-0.3140101383305727,0.06044828612211223,-0.30968196138776866,FALSE,TRUE
SEMA5B,ENSG00000082684.16,20,0,0,-0.2532151734111076,0.05528819287274836,-0.25042878814802505,FALSE,TRUE
SEMA6B,ENSG00000167680.17,20,0,0,0.025572574087669487,0.05830061819672132,0.02400374996002512,FALSE,TRUE
SEMA6D,ENSG00000137872.17,20,0,0,-0.12460584194403035,0.08203357097495444,-0.1249583438666259,FALSE,TRUE
SEMG1,ENSG00000124233.12,20,0,0,0.026811053242153434,0.047523591162263915,0.00717541269525235,FALSE,TRUE
SEMG2,ENSG00000124157.7,20,0,0,0.019959294463697548,0.13025154056388868,0.02391146142901255,FALSE,TRUE
SERPINA1,ENSG00000197249.14,20,0,0,-0.12508562524564815,0.047557941127152156,-0.113157391730513,FALSE,TRUE
SERPINA2,ENSG00000258597.3,20,0,0,0.056879982256497964,0.059250920354699914,0.05070791746148568,FALSE,TRUE
SERPINA4,ENSG00000100665.12,20,0,0,0.10876959947700189,0.05976600396401563,0.0939395386171807,FALSE,TRUE
SERPINA5,ENSG00000188488.14,20,0,0,0.2850636676810435,0.034195236460974665,0.26505781208060464,FALSE,TRUE
SERPINB7,ENSG00000166396.13,20,0,0,0.01674473335205992,0.05335912684665587,0.01386761945708688,FALSE,TRUE
SERPINB9,ENSG00000170542.6,20,0,0,0.13270631263839988,0.053301748937791715,0.12266159643506584,FALSE,TRUE
SERPINC1,ENSG00000117601.14,20,0,0,0.12152431460858254,0.10244682701639954,0.133535081305655,FALSE,TRUE
SERPINE1,ENSG00000106366.9,20,0,0,0.1626505010668673,0.03516399280702023,0.16701464656846723,FALSE,TRUE
SERPINE2,ENSG00000135919.14,20,0,0,0.05416061620180602,0.06083348694881628,0.04911407998810776,FALSE,TRUE
SERPINF1,ENSG00000132386.11,20,0,0,0.2127491537330843,0.0436611122596999,0.22028467596468632,FALSE,TRUE
SERPINH1,ENSG00000149257.16,20,0,0,0.252559312469998,0.04843599726495834,0.25748445450694796,FALSE,TRUE
SEZ6L2,ENSG00000174938.14,20,0,0,-0.14594236649247044,0.044899436600918996,-0.13592763817782336,FALSE,TRUE
SFRP1,ENSG00000104332.12,20,0,0,-0.04224770512006919,0.06443762138229688,-0.0323047676527288,FALSE,TRUE
SFRP2,ENSG00000145423.5,20,0,0,0.17442859808830793,0.08572895614853895,0.1772540030535384,FALSE,TRUE
SFTA1P,ENSG00000225383.8,20,0,0,0.14186312387131284,0.05042443301625052,0.1334220938799015,FALSE,TRUE
SFTA2,ENSG00000196260.5,20,0,0,0.04153996387471272,0.037242567351132176,0.02852543889714799,FALSE,TRUE
SFTPA1,ENSG00000122852.15,20,0,0,0.19408998546080045,0.04078393942201852,0.17504434228325863,FALSE,TRUE
SFXN2,ENSG00000156398.13,20,0,0,-0.2458084051996176,0.05150326119951398,-0.2515650025464578,FALSE,TRUE
SFXN3,ENSG00000107819.13,20,0,0,0.07710105558246749,0.08060012890097426,0.10327254201458048,FALSE,TRUE
SFXN5,ENSG00000144040.13,20,0,0,0.20195037414767147,0.06003852522530356,0.20280485174100968,FALSE,TRUE
SGK2,ENSG00000101049.17,20,0,0,0.07216927436332184,0.08270086071528328,0.05936630750957392,FALSE,TRUE
SGPP1,ENSG00000126821.8,20,0,0,-0.13136632113513624,0.07291406285889387,-0.13625397377889062,FALSE,TRUE
SH2B3,ENSG00000111252.11,20,0,0,-0.09555941268250415,0.08386562083365232,-0.07630364846119465,FALSE,TRUE
SH2D1A,ENSG00000183918.17,20,0,0,-0.07333007121153207,0.04537642388684966,-0.06703285291492961,FALSE,TRUE
SH2D1B,ENSG00000198574.6,20,0,0,-0.2155698637135045,0.06884044679612164,-0.2161050804904513,FALSE,TRUE
SH2D2A,ENSG00000027869.12,20,0,0,0.14130294493290668,0.0664001719746302,0.1370919749481924,FALSE,TRUE
SH2D3C,ENSG00000095370.20,20,0,0,-0.13978572186229368,0.04848607648426222,-0.1177240318958504,FALSE,TRUE
SH2D4A,ENSG00000104611.12,20,0,0,-0.11028927481939736,0.06494433560570774,-0.13363656246616218,FALSE,TRUE
SH3BGR,ENSG00000185437.13,20,0,0,-0.09169514614112109,0.05406503081124599,-0.09113560990365877,FALSE,TRUE
SH3BGRL3,ENSG00000142669.15,20,0,0,0.19743377190394698,0.06272730849807717,0.20736962870898687,FALSE,TRUE
SH3BP1,ENSG00000100092.24,20,0,0,0.20911038341007077,0.05911401693960219,0.21356281308140543,FALSE,TRUE
SH3BP2,ENSG00000087266.17,20,0,0,0.0090368293345688,0.05371794065697222,0.01365199202176708,FALSE,TRUE
SH3GL1,ENSG00000141985.9,20,0,0,0.1554588552276624,0.042080583739052935,0.15996080937150095,FALSE,TRUE
SH3GL2,ENSG00000107295.10,20,0,0,-0.07333876649141965,0.06302917679961731,-0.09247411957829892,FALSE,TRUE
SH3GL3,ENSG00000140600.17,20,0,0,0.3021960305439452,0.03952528623322471,0.2884391080248077,FALSE,TRUE
SH3PXD2B,ENSG00000174705.13,20,0,0,-0.04218125367622933,0.08498864555622099,-0.04762764653206688,FALSE,TRUE
SH3RF2,ENSG00000156463.18,20,0,0,0.0036902282764372735,0.054970987942571686,-0.02149522262966746,FALSE,FALSE
SH3RF3,ENSG00000172985.11,20,0,0,-0.01203676222447821,0.06172708114598195,-0.00308161534777219,FALSE,TRUE
SHANK3,ENSG00000251322.9,20,0,0,-0.08756812971558378,0.06332044815239596,-0.06359928394160091,FALSE,TRUE
SHBG,ENSG00000129214.15,20,0,0,0.17060890223471473,0.044712946958987226,0.1670668262152669,FALSE,TRUE
SHC1,ENSG00000160691.19,20,0,0,0.1948667353833885,0.06956031291659384,0.2056714722649048,FALSE,TRUE
SHC2,ENSG00000129946.10,20,0,0,0.12688538852919562,0.05481213751900868,0.14911550423251996,FALSE,TRUE
SHC3,ENSG00000148082.10,20,0,0,0.20413043493015565,0.046241426735449065,0.21281400129145103,FALSE,TRUE
SHISA2,ENSG00000180730.5,20,0,0,0.06642419868645477,0.03783381735088365,0.04137805582009597,FALSE,TRUE
SHISA3,ENSG00000178343.5,20,0,0,-0.06280809542234127,0.08316709726009144,-0.07757979987266397,FALSE,TRUE
SHMT2,ENSG00000182199.11,20,0,0,-0.08172272213782647,0.04818855326984863,-0.04654318232461191,FALSE,TRUE
SHOX2,ENSG00000168779.20,20,0,0,0.32400086739362877,0.03265233672798484,0.32664829622224384,FALSE,TRUE
SHROOM1,ENSG00000164403.15,20,0,0,0.07957601060978595,0.06031549880761141,0.08937137423934005,FALSE,TRUE
SHROOM3,ENSG00000138771.16,20,0,0,-0.24158552091705787,0.03799091829480425,-0.24622971108434444,FALSE,TRUE
SIAH3,ENSG00000215475.5,20,0,0,0.17273597186809847,0.05573098291028716,0.16551438637689983,FALSE,TRUE
SIGLEC1,ENSG00000088827.12,20,0,0,0.20620958220516114,0.06873374061802595,0.2062169615698271,FALSE,TRUE
SIGLEC10,ENSG00000142512.15,20,0,0,0.026902967190258947,0.06413406771199799,0.01115603228117382,FALSE,TRUE
SIGLEC16,ENSG00000161643.13,20,0,0,0.1911385798508651,0.054131742235917935,0.1927818468917881,FALSE,TRUE
SIGLEC7,ENSG00000168995.13,20,0,0,-0.0879859335924365,0.05782486876041118,-0.0914886973060121,FALSE,TRUE
SIGLEC8,ENSG00000105366.15,20,0,0,-0.19324331571827957,0.06289695371951723,-0.18957150080290208,FALSE,TRUE
SIGLEC9,ENSG00000129450.8,20,0,0,0.05247342792469489,0.07251315505921745,0.03942647375038014,FALSE,TRUE
SIM1,ENSG00000112246.10,20,0,0,-0.047047384696827656,0.05586757756617992,-0.05085274736906042,FALSE,TRUE
SIPA1,ENSG00000213445.10,20,0,0,0.22087290586349956,0.04798760663301732,0.2410329972424984,FALSE,TRUE
SIPA1L2,ENSG00000116991.11,20,0,0,-0.12638145437427079,0.08217510746004732,-0.12268285761876144,FALSE,TRUE
SIRPA,ENSG00000198053.12,20,0,0,-0.0368717418044668,0.05552153460987763,-0.04565623467738744,FALSE,TRUE
SIRPB1,ENSG00000101307.16,20,0,0,-0.010183971537517366,0.062104565934614095,-0.00366884096616481,FALSE,TRUE
SIRPB2,ENSG00000196209.13,20,0,0,0.1531703078925863,0.0713183109812616,0.13784577333263232,FALSE,TRUE
